path,mask_path,base_image,tool,view,source,weak_label,has_defect,score,fold
crops/images/tool02_bevel_gear_spindle_closeup_0002_isolated_c000_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0002_isolated_c000_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0002,tool02,000,official_crop,0,0,2.7898178100585938,tool02
crops/images/tool02_bevel_gear_spindle_closeup_0002_isolated_c001_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0002_isolated_c001_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0002,tool02,001,official_crop,0,0,2.6728053092956543,tool02
crops/images/tool02_bevel_gear_spindle_closeup_0002_isolated_c004_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0002_isolated_c004_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0002,tool02,004,official_crop,0,0,2.695274829864502,tool02
crops/images/tool02_bevel_gear_spindle_closeup_0006_isolated_c000_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0006_isolated_c000_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0006,tool02,000,official_crop,0,0,2.774888753890991,tool02
crops/images/tool02_bevel_gear_spindle_closeup_0006_isolated_c001_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0006_isolated_c001_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0006,tool02,001,official_crop,0,0,2.571786403656006,tool02
crops/images/tool02_bevel_gear_spindle_closeup_0006_isolated_c003_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0006_isolated_c003_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0006,tool02,003,official_crop,0,0,2.7059872150421143,tool02
crops/images/tool02_bevel_gear_spindle_closeup_0006_isolated_c004_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0006_isolated_c004_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0006,tool02,004,official_crop,0,0,2.65722393989563,tool02
crops/images/tool02_bevel_gear_spindle_closeup_0008_isolated_c000_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0008_isolated_c000_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0008,tool02,000,official_crop,0,1,2.6943516731262207,tool02
crops/images/tool02_bevel_gear_spindle_closeup_0008_isolated_c001_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0008_isolated_c001_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0008,tool02,001,official_crop,0,1,2.7646141052246094,tool02
crops/images/tool02_bevel_gear_spindle_closeup_0008_isolated_c002_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0008_isolated_c002_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0008,tool02,002,official_crop,0,1,2.7778079509735107,tool02
crops/images/tool02_bevel_gear_spindle_closeup_0008_isolated_c003_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0008_isolated_c003_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0008,tool02,003,official_crop,0,1,2.749563217163086,tool02
crops/images/tool02_bevel_gear_spindle_closeup_0008_isolated_c004_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0008_isolated_c004_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0008,tool02,004,official_crop,0,1,2.608551263809204,tool02
crops/images/tool02_bevel_gear_spindle_closeup_0011_isolated_c000_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0011_isolated_c000_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0011,tool02,000,official_crop,0,1,2.5849437713623047,tool02
crops/images/tool02_bevel_gear_spindle_closeup_0011_isolated_c001_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0011_isolated_c001_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0011,tool02,001,official_crop,0,1,2.5587868690490723,tool02
crops/images/tool02_bevel_gear_spindle_closeup_0011_isolated_c002_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0011_isolated_c002_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0011,tool02,002,official_crop,0,1,2.614187717437744,tool02
crops/images/tool02_bevel_gear_spindle_closeup_0011_isolated_c003_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0011_isolated_c003_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0011,tool02,003,official_crop,0,1,2.5195133686065674,tool02
crops/images/tool02_bevel_gear_spindle_closeup_0011_isolated_c004_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0011_isolated_c004_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0011,tool02,004,official_crop,0,1,2.669329881668091,tool02
crops/images/tool02_bevel_gear_spindle_closeup_0012_isolated_c000_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0012_isolated_c000_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0012,tool02,000,official_crop,0,1,3.013585090637207,tool02
crops/images/tool02_bevel_gear_spindle_closeup_0012_isolated_c001_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0012_isolated_c001_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0012,tool02,001,official_crop,0,1,2.954968214035034,tool02
crops/images/tool02_bevel_gear_spindle_closeup_0012_isolated_c002_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0012_isolated_c002_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0012,tool02,002,official_crop,0,1,3.0670955181121826,tool02
crops/images/tool02_bevel_gear_spindle_closeup_0012_isolated_c003_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0012_isolated_c003_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0012,tool02,003,official_crop,0,1,2.820345401763916,tool02
crops/images/tool02_bevel_gear_spindle_closeup_0012_isolated_c004_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0012_isolated_c004_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0012,tool02,004,official_crop,0,1,3.1073758602142334,tool02
crops/images/tool02_bevel_gear_spindle_closeup_0016_isolated_c000_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0016_isolated_c000_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0016,tool02,000,official_crop,0,1,2.6016688346862793,tool02
crops/images/tool02_bevel_gear_spindle_closeup_0016_isolated_c001_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0016_isolated_c001_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0016,tool02,001,official_crop,0,1,2.5765302181243896,tool02
crops/images/tool02_bevel_gear_spindle_closeup_0016_isolated_c002_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0016_isolated_c002_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0016,tool02,002,official_crop,0,1,2.6158571243286133,tool02
crops/images/tool02_bevel_gear_spindle_closeup_0016_isolated_c003_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0016_isolated_c003_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0016,tool02,003,official_crop,0,1,2.835075855255127,tool02
crops/images/tool02_bevel_gear_spindle_closeup_0016_isolated_c004_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0016_isolated_c004_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0016,tool02,004,official_crop,0,1,2.625328779220581,tool02
crops/images/tool02_bevel_gear_spindle_closeup_0017_isolated_c000_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0017_isolated_c000_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0017,tool02,000,official_crop,0,0,2.7708041667938232,tool02
crops/images/tool02_bevel_gear_spindle_closeup_0017_isolated_c001_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0017_isolated_c001_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0017,tool02,001,official_crop,0,0,2.8359580039978027,tool02
crops/images/tool02_bevel_gear_spindle_closeup_0017_isolated_c002_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0017_isolated_c002_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0017,tool02,002,official_crop,0,0,2.7824547290802,tool02
crops/images/tool02_bevel_gear_spindle_closeup_0017_isolated_c003_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0017_isolated_c003_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0017,tool02,003,official_crop,0,0,2.8116703033447266,tool02
crops/images/tool02_bevel_gear_spindle_closeup_0017_isolated_c004_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0017_isolated_c004_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0017,tool02,004,official_crop,0,0,2.724982500076294,tool02
crops/images/tool03_bevel_gear_spindle_closeup_0003_isolated_c000_direct_b01_c00.jpg,crops/masks/tool03_bevel_gear_spindle_closeup_0003_isolated_c000_direct_b01_c00.png,tool03_bevel_gear_spindle_closeup_0003,tool03,000,official_crop,0,1,2.2633748054504395,tool03
crops/images/tool03_bevel_gear_spindle_closeup_0003_isolated_c001_direct_b01_c00.jpg,crops/masks/tool03_bevel_gear_spindle_closeup_0003_isolated_c001_direct_b01_c00.png,tool03_bevel_gear_spindle_closeup_0003,tool03,001,official_crop,0,1,2.3135554790496826,tool03
crops/images/tool03_bevel_gear_spindle_closeup_0003_isolated_c002_direct_b01_c00.jpg,crops/masks/tool03_bevel_gear_spindle_closeup_0003_isolated_c002_direct_b01_c00.png,tool03_bevel_gear_spindle_closeup_0003,tool03,002,official_crop,0,1,2.2810986042022705,tool03
crops/images/tool03_bevel_gear_spindle_closeup_0003_isolated_c003_direct_b01_c00.jpg,crops/masks/tool03_bevel_gear_spindle_closeup_0003_isolated_c003_direct_b01_c00.png,tool03_bevel_gear_spindle_closeup_0003,tool03,003,official_crop,0,1,2.2919461727142334,tool03
crops/images/tool03_bevel_gear_spindle_closeup_0003_isolated_c004_direct_b01_c00.jpg,crops/masks/tool03_bevel_gear_spindle_closeup_0003_isolated_c004_direct_b01_c00.png,tool03_bevel_gear_spindle_closeup_0003,tool03,004,official_crop,0,1,2.3758487701416016,tool03
crops/images/tool08_bevel_gear_spindle_closeup_0005_isolated_c000_direct_b01_c00.jpg,crops/masks/tool08_bevel_gear_spindle_closeup_0005_isolated_c000_direct_b01_c00.png,tool08_bevel_gear_spindle_closeup_0005,tool08,000,official_crop,0,1,2.5658586025238037,tool08
crops/images/tool08_bevel_gear_spindle_closeup_0005_isolated_c001_direct_b01_c00.jpg,crops/masks/tool08_bevel_gear_spindle_closeup_0005_isolated_c001_direct_b01_c00.png,tool08_bevel_gear_spindle_closeup_0005,tool08,001,official_crop,0,1,2.7362730503082275,tool08
crops/images/tool08_bevel_gear_spindle_closeup_0005_isolated_c002_direct_b01_c00.jpg,crops/masks/tool08_bevel_gear_spindle_closeup_0005_isolated_c002_direct_b01_c00.png,tool08_bevel_gear_spindle_closeup_0005,tool08,002,official_crop,0,1,2.643089771270752,tool08
crops/images/tool08_bevel_gear_spindle_closeup_0005_isolated_c003_direct_b01_c00.jpg,crops/masks/tool08_bevel_gear_spindle_closeup_0005_isolated_c003_direct_b01_c00.png,tool08_bevel_gear_spindle_closeup_0005,tool08,003,official_crop,0,1,2.48490571975708,tool08
crops/images/tool08_bevel_gear_spindle_closeup_0005_isolated_c004_direct_b01_c00.jpg,crops/masks/tool08_bevel_gear_spindle_closeup_0005_isolated_c004_direct_b01_c00.png,tool08_bevel_gear_spindle_closeup_0005,tool08,004,official_crop,0,1,2.743705987930298,tool08
crops/images/tool08_bevel_gear_spindle_closeup_0014_isolated_c000_direct_b01_c00.jpg,crops/masks/tool08_bevel_gear_spindle_closeup_0014_isolated_c000_direct_b01_c00.png,tool08_bevel_gear_spindle_closeup_0014,tool08,000,official_crop,0,1,2.9433672428131104,tool08
crops/images/tool08_bevel_gear_spindle_closeup_0014_isolated_c001_direct_b01_c00.jpg,crops/masks/tool08_bevel_gear_spindle_closeup_0014_isolated_c001_direct_b01_c00.png,tool08_bevel_gear_spindle_closeup_0014,tool08,001,official_crop,0,1,2.8342597484588623,tool08
crops/images/tool08_bevel_gear_spindle_closeup_0014_isolated_c002_direct_b01_c00.jpg,crops/masks/tool08_bevel_gear_spindle_closeup_0014_isolated_c002_direct_b01_c00.png,tool08_bevel_gear_spindle_closeup_0014,tool08,002,official_crop,0,1,2.6046595573425293,tool08
crops/images/tool08_bevel_gear_spindle_closeup_0014_isolated_c003_direct_b01_c00.jpg,crops/masks/tool08_bevel_gear_spindle_closeup_0014_isolated_c003_direct_b01_c00.png,tool08_bevel_gear_spindle_closeup_0014,tool08,003,official_crop,0,1,2.6565749645233154,tool08
crops/images/tool08_bevel_gear_spindle_closeup_0014_isolated_c004_direct_b01_c00.jpg,crops/masks/tool08_bevel_gear_spindle_closeup_0014_isolated_c004_direct_b01_c00.png,tool08_bevel_gear_spindle_closeup_0014,tool08,004,official_crop,0,1,2.917499542236328,tool08
crops/images/tool09_bevel_gear_spindle_closeup_0012_isolated_c000_direct_b01_c00.jpg,crops/masks/tool09_bevel_gear_spindle_closeup_0012_isolated_c000_direct_b01_c00.png,tool09_bevel_gear_spindle_closeup_0012,tool09,000,official_crop,0,1,2.364874839782715,tool09
crops/images/tool09_bevel_gear_spindle_closeup_0012_isolated_c001_direct_b01_c00.jpg,crops/masks/tool09_bevel_gear_spindle_closeup_0012_isolated_c001_direct_b01_c00.png,tool09_bevel_gear_spindle_closeup_0012,tool09,001,official_crop,0,1,2.4148526191711426,tool09
