path,mask_path,base_image,tool,view,source,weak_label,has_defect
crops/images/tool02_bevel_gear_spindle_closeup_0002_isolated_c000_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0002_isolated_c000_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0002,tool02,000,official_crop,0,0
crops/images/tool02_bevel_gear_spindle_closeup_0002_isolated_c001_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0002_isolated_c001_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0002,tool02,001,official_crop,0,0
crops/images/tool02_bevel_gear_spindle_closeup_0002_isolated_c004_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0002_isolated_c004_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0002,tool02,004,official_crop,0,0
crops/images/tool02_bevel_gear_spindle_closeup_0006_isolated_c000_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0006_isolated_c000_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0006,tool02,000,official_crop,0,0
crops/images/tool02_bevel_gear_spindle_closeup_0006_isolated_c001_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0006_isolated_c001_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0006,tool02,001,official_crop,0,0
crops/images/tool02_bevel_gear_spindle_closeup_0006_isolated_c003_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0006_isolated_c003_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0006,tool02,003,official_crop,0,0
crops/images/tool02_bevel_gear_spindle_closeup_0006_isolated_c004_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0006_isolated_c004_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0006,tool02,004,official_crop,0,0
crops/images/tool02_bevel_gear_spindle_closeup_0008_isolated_c000_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0008_isolated_c000_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0008,tool02,000,official_crop,0,1
crops/images/tool02_bevel_gear_spindle_closeup_0008_isolated_c001_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0008_isolated_c001_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0008,tool02,001,official_crop,0,1
crops/images/tool02_bevel_gear_spindle_closeup_0008_isolated_c002_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0008_isolated_c002_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0008,tool02,002,official_crop,0,1
crops/images/tool02_bevel_gear_spindle_closeup_0008_isolated_c003_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0008_isolated_c003_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0008,tool02,003,official_crop,0,1
crops/images/tool02_bevel_gear_spindle_closeup_0008_isolated_c004_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0008_isolated_c004_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0008,tool02,004,official_crop,0,1
crops/images/tool02_bevel_gear_spindle_closeup_0011_isolated_c000_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0011_isolated_c000_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0011,tool02,000,official_crop,0,1
crops/images/tool02_bevel_gear_spindle_closeup_0011_isolated_c001_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0011_isolated_c001_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0011,tool02,001,official_crop,0,1
crops/images/tool02_bevel_gear_spindle_closeup_0011_isolated_c002_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0011_isolated_c002_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0011,tool02,002,official_crop,0,1
crops/images/tool02_bevel_gear_spindle_closeup_0011_isolated_c003_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0011_isolated_c003_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0011,tool02,003,official_crop,0,1
crops/images/tool02_bevel_gear_spindle_closeup_0011_isolated_c004_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0011_isolated_c004_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0011,tool02,004,official_crop,0,1
crops/images/tool02_bevel_gear_spindle_closeup_0012_isolated_c000_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0012_isolated_c000_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0012,tool02,000,official_crop,0,1
crops/images/tool02_bevel_gear_spindle_closeup_0012_isolated_c001_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0012_isolated_c001_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0012,tool02,001,official_crop,0,1
crops/images/tool02_bevel_gear_spindle_closeup_0012_isolated_c002_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0012_isolated_c002_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0012,tool02,002,official_crop,0,1
crops/images/tool02_bevel_gear_spindle_closeup_0012_isolated_c003_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0012_isolated_c003_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0012,tool02,003,official_crop,0,1
crops/images/tool02_bevel_gear_spindle_closeup_0012_isolated_c004_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0012_isolated_c004_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0012,tool02,004,official_crop,0,1
crops/images/tool02_bevel_gear_spindle_closeup_0016_isolated_c000_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0016_isolated_c000_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0016,tool02,000,official_crop,0,1
crops/images/tool02_bevel_gear_spindle_closeup_0016_isolated_c001_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0016_isolated_c001_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0016,tool02,001,official_crop,0,1
crops/images/tool02_bevel_gear_spindle_closeup_0016_isolated_c002_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0016_isolated_c002_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0016,tool02,002,official_crop,0,1
crops/images/tool02_bevel_gear_spindle_closeup_0016_isolated_c003_direct_b01_c00.jpg,crops/masks/tool02_bevel_gear_spindle_closeup_0016_isolated_c003_direct_b01_c00.png,tool02_bevel_gear_spindle_closeup_0016,tool02,003,official_crop,0,1
